Title,Description,Issue ID,URL,State,Author,Author Username,Assignee,Assignee Username,Confidential,Locked,Due Date,Created At (UTC),Updated At (UTC),Closed At (UTC),Milestone,Weight,Labels,Time Estimate,Time Spent
[스마트스토어] DJM-570K 연동 요청,"'@thermosgroup <br>
DJM-570K 제품 스마트스토어에 연동하고자 합니다. 연결만 시켜두었습니다. <br>
썸네일/상세페이지 수정 부탁드립니다. 
<br>
https://brand.naver.com/thermos/products/9143056352",202,https://git.innerviewit.com/root/thermos/-/issues/202,Closed,Jiyoun Kim,KIM,"","",No,No,2023-09-04,2023-09-01 09:23:07,2023-09-11 13:28:19,2023-09-11 13:28:19,,,완료,0,0
THV 제품 OFF 요청,"'@thermosgroup @soohyun 수현 팀장님,23 FW 제품 중 보온보냉 테이블 포트(TTB)를 판매함에 따라 기존 판매하고 있던 보온보냉 테이블 포트(THV) 판매 종료 합니다. <br>
9/6(수) 오전 11시 THV 스마트스토어,공식몰 모두 OFF 부탁드립니다. <br>
더불어 THV는 스마트스토어에서 일부 판매 예정이나, 당장 작업이 어려우니 판매 시점에 맞춰 상세페이지 및 이름 변경 요청 드리겠습니다 <br>",203,https://git.innerviewit.com/root/thermos/-/issues/203,Closed,um seung hyun,ush,"","",No,No,,2023-09-05 14:53:54,2023-09-06 11:02:45,2023-09-06 11:02:45,,,,0,0
프론트단 결제수단 노출 명칭 변경,"![image](/uploads/2c2ce1a8dca7e544dfb3eff32bbfb26c/image.png)<br>
가상계좌 -> 가상계좌(무통장입금) <br>
계좌이체 -> 실시간 계좌이체 <br>
<br>현재 PG사/카페24 결제수단 명칭을 그대로 사용 중인데, 고객 이해를 돕기 위해 좀 더 자세하게 노출하고자 합니다.<br>
단순히 프론트단 고객 사이드 노출명만 변경 희망합니다.<br>
프론트단에서 텍스트가 길어져 디자인에 문제 없을지 확인 부탁드립니다.<br>

결제수단 노출명 변경에 법적 등 다른 문제가 없는 건 확인하였으니, 디자인상 문제가 없으면 바로 적용 부탁드립니다. @thermosgroup",204,https://git.innerviewit.com/root/thermos/-/issues/204,Closed,Jiyoun Kim,KIM,"","",No,No,2023-09-08,2023-09-06 14:42:24,2023-10-16 08:40:21,2023-10-16 08:40:21,,,완료,0,0
네이버 기획전 관련 당일 출고 배송 불가 팝업 요청,"'@soohyun @thermosgroup 수현 팀장님 9/12(화) 네이버 행사 관련 당일 출고 배송 불가 안내 팝업 요청 드립니다. <br>
노출위치: PC/MO 메인페이지, 상세페이지 *스마트스토어 only<br>  
기간:2023.09.12 11:00~ (OFF는 저희쪽에서 하겠습니다.)<br>
<br>
타이틀: 네이버 행사로 인한 당일 출고 불가 안내 <br>
<br>
내용:<br>   
9/12(화) 네이버 원 데이 특가 행사 주문 증가로 인해<br>
당일 출고가 어려울 수 있습니다.<br>
<br>
궁금하신 사항은 홈이지 게시판 및 고객상담실(1577-8396)로 문의주세요.",205,https://git.innerviewit.com/root/thermos/-/issues/205,Closed,um seung hyun,ush,"","",No,No,,2023-09-06 14:54:14,2023-10-16 08:37:55,2023-10-16 08:37:55,,,완료,0,0
식세기 가능 이모티콘 제작 요청,"'@thermosgroup @kar @woo0915 주임님,아래와 같이 식세기 가능 모델에 [Dishwasher Safe] 딱지 제작 부탁드립니다. <br>
프레쉬 런치 딱지처럼 2줄로 제작하고 싶습니다.<br>
내일 라이브 하면서 함께 붙이고 싶은데 일정 확인 부탁드립니다. <br>
![image](/uploads/c9ca4d0b642fb9304d159b3ad7b580f7/image.png)",206,https://git.innerviewit.com/root/thermos/-/issues/206,Closed,um seung hyun,ush,"","",No,No,,2023-09-06 17:24:14,2023-09-11 13:26:23,2023-09-11 13:26:23,,,,0,0
모바일 회원 가입 오류 확인 요청,"'@thermosgroup @soohyun @kar 주임님, 공식몰 회원 가입 시 이름/우편번호가 클릭 되지 않습니다. 확인 부탁드립니다. (PC는 이상 없습니다.)",207,https://git.innerviewit.com/root/thermos/-/issues/207,Closed,um seung hyun,ush,"","",No,No,,2023-09-07 11:26:41,2023-10-10 11:59:03,2023-10-10 11:59:03,,,완료,0,0
네이버 스마트스토어 제품 썸네일 식세기 딱지 작업 요청,"'@thermosgroup @soohyun @kar 주임님 네이버 스마트스토어에도 식세기 가능 제품에 식세기가능 딱지 붙일 예정입니다. <br>
공식몰과 동일하게 디자인 작업 부탁드리며 위치는 아래 이미지 참고 부탁드립니다<br>
![image](/uploads/bfb78c0c73c3d03fe9fc1db7c34cacb2/image.png)<br>

- https://brand.naver.com/thermos/products/7029642270
- https://brand.naver.com/thermos/products/7024856436
- https://brand.naver.com/thermos/products/7024856142
- https://brand.naver.com/thermos/products/9090956658
- https://brand.naver.com/thermos/products/9090956734
- https://brand.naver.com/thermos/products/9090956817",208,https://git.innerviewit.com/root/thermos/-/issues/208,Closed,um seung hyun,ush,"","",No,No,,2023-09-08 08:30:16,2023-09-11 13:26:15,2023-09-11 13:26:15,,,,0,0
단종 제품/소모품 상세페이지 수정 요청,"'@thermosgroup <br>
<br>
단종 소모품 삭제 요청드립니다. <br>
1) 상세페이지 내 옵션 이미지 삭제<br>
2) 상세페이지 내 상품정보제공고시 제품정보 해당 옵션 내용 삭제 <br>
3) 상세페이지 내 상품정보제공고시 제조정보 해당 옵션 내용 삭제 <br>
해당 옵션들 옵션 선택지에 진열안함 처리되어 있습니다.
<br>
아울러 ROD-002K 단종 컬러가 있어 제품 상세페이지 수정이 필요합니다.<br>
제품 상페 수정사항은 PDF 파일 내 주석으로 확인 부탁드립니다. <br><br>
<br>[230915_EC_ROD-002K_상세페이지_수정요청.pdf](/uploads/e46ae76cc8f06e728dd4f855abbf3233/230915_EC_ROD-002K_상세페이지_수정요청.pdf)
[230915_EC_소모품_상세페이지_수정요청.xlsx](/uploads/cb8d9dbad53f34579fe28e9249214827/230915_EC_소모품_상세페이지_수정요청.xlsx)",209,https://git.innerviewit.com/root/thermos/-/issues/209,Closed,Jiyoun Kim,KIM,"","",No,No,2023-09-27,2023-09-15 08:49:54,2023-10-16 08:40:33,2023-10-16 08:40:33,,,"디자인,완료,퍼블",0,0
TKLH 판매처 변동에 따른 상세페이지 수정 요청,"'@thermosgroup @soohyun 수현 팀장님, TKLH 판매처 변동에 따른 상세페이지 수정 요청드립니다. <br>
- 기존 쿠팡 전용 판매 컬러였던 SBG 컬러 타 채널 판매 <br>
- 쿠팡 취급 컬러: SBG, BK, GR 판매 <br>
9/21(목)까지 디자인 작업 가능하실지 스케줄 확인 부탁드립니다. <br>
*스마트스토어도 수정 필요 <br>
[detail_제품상세_TKLH-1500_타_채널ver_수정.pdf](/uploads/54ec54e49a83cb6f8f63195421a54baf/detail_제품상세_TKLH-1500_타_채널ver_수정.pdf)

[detail_제품상세_TKLH-1500_쿠팡.pdf](/uploads/279b23189808c7c7b048f8f7fae7d834/detail_제품상세_TKLH-1500_쿠팡.pdf)",210,https://git.innerviewit.com/root/thermos/-/issues/210,Closed,um seung hyun,ush,"","",No,No,,2023-09-15 14:07:38,2023-10-17 15:52:57,2023-10-17 15:52:57,,,완료,0,0
카카오쇼핑몰 계정 연동 이슈,"'@KIM @ush <br>
현재 써모스뿐만이 아니라 타업체에서도 카카오계정 연동이 불가한 이슈가 발생하고 있어 공유드립니다.<br>
카페24측에서는 하기와 같이 설정 변경을 요청을 하고 오류가 발생하는 계정을 전달주면 확인해보겠다고 하여 공유드리오니 설정 변경해주시고 말씀주시면 문의하도록 하겠습니다.<br><br>[설정변경]<br>
쇼핑몰 설정 > 운영자설정 > 운영자계정관리 내 CS전용 부운영자 계정의 [공통] 민감 정보 조회 제한 내 회원 정보 제한의 체크 제한을 해지해주시고<BR>
판매채널 > 카카오 > 카카오비지니스 내 메뉴들의 접근권한 부여 부탁드리겠습니다.",211,https://git.innerviewit.com/root/thermos/-/issues/211,Closed,Park Soohyun,soohyun,"","",No,No,,2023-09-15 19:41:07,2023-10-16 08:39:06,2023-10-16 08:39:06,,,완료,0,0
추석 명절 기간 택배 순차 배송 안내 팝업 제작 요청,"'@thermosgroup @soohyun 수현 팀장님 추석 명절 택배 배송 안내 팝업 요청 드립니다. <br>
<br>
노출위치: PC/MO 메인페이지, 상세페이지 *스마트스토어 포함<br>  
기간:2023.09.25 11:00 ~ 2023.10.04 10:59<br>
<br>
타이틀: 추석 연휴로 인한 순차 배송 안내<br>
내용:  
추석을 맞이하는 고객님들 모두 행복이 가득하시길 기원하며,<br>
2023 추석 연휴 기간 배송일정을 아래와 같이 공지해 드리니<br>
이용에 참고 부탁드립니다.<br>
<br>
↓ 아래 내용은 박스안에 넣어주세요
<br>
**9/26(화) 11시 이후 주문 건은 10/4(수)부터 순차 발송**됩니다.<br>
해당 기간 동안 접수해 주신 교환 반품 신청 건에 대한 처리 또한   
10/4 (수)부터 순차적으로 처리됩니다.<br>
<br>
궁금하신 사항은 홈이지 게시판 및 고객상담실(1577-8396)로 문의주세요.",212,https://git.innerviewit.com/root/thermos/-/issues/212,Closed,um seung hyun,ush,"","",No,No,,2023-09-19 09:55:12,2023-10-10 11:54:00,2023-10-10 11:54:00,,,완료,0,0
깃 업데이트 관련 안내,"'@KIM @ush <BR><BR>
깃 안정화를 위해 정기적으로 업데이트를 진행하고 있습니다.<BR>
금일 오전 11시부터 10분간 진행될 예정이오니 업무에 참고 부탁드리겠습니다.<BR>
완료시, 깃을 통해 노티 및 클로징 진행하도록 하겠습니다.",213,https://git.innerviewit.com/root/thermos/-/issues/213,Closed,Park Soohyun,soohyun,"","",No,No,,2023-09-19 10:39:08,2023-09-19 11:40:40,2023-09-19 11:40:40,,,"공지,완료",0,0
[10월] 이너뷰 일정 공유,"",214,https://git.innerviewit.com/root/thermos/-/issues/214,Closed,Park Soohyun,soohyun,"","",No,No,,2023-09-20 10:31:56,2023-11-01 10:30:02,2023-11-01 10:30:02,,,공지,0,0
[스마트스토어] 배송안내배너 추가,"![image](/uploads/3d5f8174c636d1ac7d70fcd5b089d43a/image.png) <br>
<br> @thermosgroup <br>
스마트스토어 상세페이지에 배송안내 배너를 추가하고자 합니다. <br>
배송조회 영역 삭제해서 디자인 바리에이션 부탁드리며, 스마트스토어 전상품 상세페이지 최하단에 추가 부탁드립니다. <br>
디자인 먼저 잡아주시면 감사하겠습니다. <br>",215,https://git.innerviewit.com/root/thermos/-/issues/215,Closed,Jiyoun Kim,KIM,"","",No,No,2023-09-27,2023-09-22 16:38:00,2023-10-10 11:54:13,2023-10-10 11:54:13,,,완료,0,0
"ROD-005K,002K 상세페이지 용량 추가 요청","'@thermosgroup @soohyun 수현 팀장님 ROD-005K,002K 상세페이지 내 용량 안내 이미지 및 바로가기 버튼(JNR 처럼) 삽입 요청 드립니다. <br>
일정 확인 후 회신 부탁드립니다. <br>
![image](/uploads/376248dcf704847b902b359d8f07b941/image.png)",216,https://git.innerviewit.com/root/thermos/-/issues/216,Closed,um seung hyun,ush,"","",No,No,,2023-09-26 09:06:50,2023-10-10 12:01:02,2023-10-10 12:01:02,,,완료,0,0
정품 등록 불가 모델 확인 요청,"'@soohyun @thermosgroup 수현 팀장님, JNL-752K-NVW 모델이 아래와 같은 일럿이 노출되며 정품등록이 안되고 있습니다. <br>
아마 출시한지 오래되어 등록이 불가능한 것으로 판단됩니다. <br>
등록 되도록 처리 부탁드립니다.<br>
![image](/uploads/62e9aca72f59b83e42ca64e6d728918c/image.png)",217,https://git.innerviewit.com/root/thermos/-/issues/217,Closed,um seung hyun,ush,"","",No,No,,2023-10-10 10:11:41,2023-10-10 15:21:58,2023-10-10 15:21:58,,,완료,0,0
고객상담실 운영시간 변경 안내 팝업 제작 요청,"'@thermosgroup @kar 주임님 고객상담실 운영시간 변경 안내 팝업 제작 요청 드립니다. <br>
<br>
노출위치: PC/MO 메인페이지, 상세페이지 *스마트스토어 포함<br>
기간:2023.10.19 10:00 ~ 2023.10.19 17:00<br>
타이틀: 고객상담실 운영시간 변경 안내<br>
<br>
내용:  
10/19(목) 사내 교육으로
고객상담실이 아래와 같이 단축 운영됩니다.<br>
운영 시간 외 전화 상담이 어렵습니다.<br>
고객님들의 너른 이해 부탁드립니다.<br>

[고객상담실 단축 운영 기간]
10:00 ~ 12:30

*전화 상담 외 공식몰 게시판을 통한 문의 접수는 가능하니<br>
이점 참고 부탁드립니다.",218,https://git.innerviewit.com/root/thermos/-/issues/218,Closed,um seung hyun,ush,"","",No,No,,2023-10-17 08:58:35,2023-10-20 12:04:34,2023-10-20 12:04:34,,,,0,0
상품정보 텍스트 수정 요청,"'@thermosgroup 
<br>
식품 등의 표시.광고에 관한 법률에 따라 당사에서 일전에 패킹 등의 재질 표기를 실리콘고무->고무제로 변경하였는데요. <br>
제품 패키지는 러닝체인지로 변경되었으나 자사몰엔 표기가 혼용되어 있어 바로잡고자 합니다. <br><br>
상품정보가 이미지로 들어간 케이스는 제외하고, 현재 자사몰에서 '실리콘고무' 검색 시 107개가 나옵니다. <br>
텍스트로 잡히는 상품 전부 변경 부탁드립니다.<br><br>
<br><br>
<b>As-is: 실리콘고무 → To-be: 고무제</b>
<br><br>
![image](/uploads/0032568d94b475c17e36a317a58eceb2/image.png)<br><br>
<br><br>표기법이 바뀐 것이라, [실리콘고무] 텍스트를 [고무제]로 전부 치환해주시면 됩니다. <br> 
![image](/uploads/5576806ff438c266515d68924395d0c1/image.png)<br>
<br>
순차적으로 작업해주셔도 되며, 작업 종료는 11/10(금)까지 가능할까요? 일정 확인 부탁드립니다.",219,https://git.innerviewit.com/root/thermos/-/issues/219,Closed,Jiyoun Kim,KIM,"","",No,No,2023-11-10,2023-10-18 16:09:45,2023-11-01 13:38:44,2023-11-01 13:38:44,,,완료,0,0
고객상담실 운영 관련 팝업 제작 요청,"'@thermosgroup @soohyun 수현 팀장님 팝업 내용 공유 드립니다.

노출위치: PC/MO 메인페이지, 상세페이지 *스마트스토어 포함 <br>  
기간:asap  / 팝업 OFF는 저희쪽에서 진행 하겠습니다.<br>
타이틀: 고객상담실 일시중단 안내<br>
내용:  <br>
10/23(월) 전산 장애로 고객상담실이 일시 중단되었습니다. <br>
현재 시스템 복구 중이며 정상적인 업무 진행될 수 있도록 최선을 다하겠습니다.<br>
고객님들의 너른 이해 부탁드립니다.  <br>
<br>
*전화 상담 외 공식몰 게시판을 통한 문의 접수는 가능하니  
이점 참고 부탁드립니다.",220,https://git.innerviewit.com/root/thermos/-/issues/220,Closed,um seung hyun,ush,"","",No,No,,2023-10-23 10:29:08,2023-10-23 11:15:22,2023-10-23 11:15:22,,,,0,0
TKLH-1500K 분리 조립 영상 삽입 요청,"'@thermosgroup @soohyun 수현 팀장님, TKLH-1500K 상세페이지 내 분리 조립 영상 삽입 요청 드립니다. 이번에 컬러 리뉴얼 하면서 빠진듯 합니다. <br>
<br>
![image](/uploads/7f382202bdfd4a176f334798fd41dec5/image.png)",221,https://git.innerviewit.com/root/thermos/-/issues/221,Closed,um seung hyun,ush,"","",No,No,,2023-10-26 13:30:50,2023-10-26 14:53:04,2023-10-26 14:53:04,,,완료,0,0
네이버 브랜드데이 관련 순차배송 안내 팝업 세팅 요청,"'@thermosgroup @soohyun 수현 팀장님 10/30(월) 네이버 행사 관련 순차 배송 안내 팝업 제작 요청 드립니다. <br>
  
노출위치: PC/MO 메인페이지, 상세페이지 *스마트스토어 only  
기간:세팅 저희쪽에서 하겠습니다. / 이미지만 메일로 부탁드립니다.  
타이틀: 네이버 행사로 인한 순차 배송 안내
내용:  
10/30(월) 네이버 브랜드데이 주문 증가로 인해  
행사 당일 주문 건은 순차 배송 될 예정입니다.  

배송 관련 궁금하신 사항은 홈페이지 게시판 및
고객상담실(1577-8396)으로 문의 부탁드립니다.

고객님들의 너른 이해 부탁드립니다.",222,https://git.innerviewit.com/root/thermos/-/issues/222,Closed,um seung hyun,ush,"","",Yes,No,,2023-10-26 15:22:56,2023-10-26 15:26:38,2023-10-26 15:26:38,,,,0,0
네이버 브랜드데이 관련 순차배송 안내 팝업 세팅 요청,"'@thermosgroup @soohyun 수현 팀장님 10/30(월) 네이버 행사 관련 순차 배송 안내 팝업 제작 요청 드립니다. <br>
  
노출위치: PC/MO 메인페이지, 상세페이지 *스마트스토어 only  
기간:세팅 저희쪽에서 하겠습니다. / 이미지만 메일로 부탁드립니다.  
타이틀: 네이버 행사로 인한 순차 배송 안내
내용:  
10/30(월) 네이버 브랜드데이 주문 증가로 인해  
행사 당일 주문 건은 순차 배송 될 예정입니다.  

배송 관련 궁금하신 사항은 홈페이지 게시판 및
고객상담실(1577-8396)으로 문의 부탁드립니다.

고객님들의 너른 이해 부탁드립니다.",223,https://git.innerviewit.com/root/thermos/-/issues/223,Closed,um seung hyun,ush,"","",No,No,,2023-10-26 15:25:12,2023-10-27 09:09:45,2023-10-27 09:09:45,,,완료,0,0
상품정보 텍스트 수정 요청.,"'@thermosgroup @soohyun 수현 팀장님, 아래 이미지 확인 후 참고사항 위치 이동 부탁드립니다. <br>
앞으로 새로 런칭 될 제품 중 FDH처럼 핸들이 있는 제품에 한해서 아래와 같이 참고사항이 들어갈 예정이니 참고 부탁드립니다. <br>

![image](/uploads/4dac3ba5971760af4014250be2c530ff/image.png)",224,https://git.innerviewit.com/root/thermos/-/issues/224,Closed,um seung hyun,ush,"","",No,No,,2023-11-01 17:00:54,2023-11-03 12:18:31,2023-11-03 12:18:31,,,완료,0,0
FHL 스트로 캡유닛 수정 요청,"'@all @soohyun 수현 팀장님 FHL [스트로 캡유닛 색상에](https://www.thermosshop.kr/product/fhl-%EC%8A%A4%ED%8A%B8%EB%A1%9C-%EC%BA%A1%EC%9C%A0%EB%8B%9B/594/category/64/display/1/) 옵션에 용량 추가 부탁드립니다. 현재는 동일 컬러만 용량이 표시되어 있습니다.
![image](/uploads/953109792968220e265bc3a5c4e072f3/image.png)",225,https://git.innerviewit.com/root/thermos/-/issues/225,Closed,um seung hyun,ush,"","",No,No,,2023-11-03 12:29:09,2023-11-03 12:32:12,2023-11-03 12:32:12,,,,0,0
이용약관 개정 관련 공지 및 업데이트 요청,"이용약관 개정 관련 공지 및 약관 업데이트 요청드립니다[EC_이용약관개정안내_대량구매재판매방지_231107.pptx](/uploads/834260952e839fef3d30fe44fc7264f8/EC_이용약관개정안내_대량구매재판매방지_231107.pptx)

게시판 업로드: 2023.12.01. <BR>
약관 업데이트: 2024.01.02. 09:30 <BR>",226,https://git.innerviewit.com/root/thermos/-/issues/226,Closed,Jiyoun Kim,KIM,"","",No,No,2024-01-02,2023-11-07 11:31:35,2024-01-02 14:38:16,2024-01-02 14:38:16,,,"완료,퍼블",0,0
[카페24 전달] 2021년 1월 1일 이전 등록된 상품 삭제 예정,"'@thermosgroup <br>
카페24측으로부터 2021년 1월 1일 이전 등록된 거래가 발생하지 않는 상품들 삭제 예정이라고 하여 전달드립니다.<br>
하기 내용 참고 부탁드리겠습니다.<br><br>
카페24 디자인센터에서는 안정적인 운영을 위해 과거 등록한 상품 중 일부의 상품 및 샘플몰을 삭제 예정입니다.

파트너사분들께서는 아래내용 확인하시어, 상품 관리 바랍니다. 

===============================================================================

■ 적용 일시
2023년 11월 28일 이후 순차 삭제 예정 


■ 적용 대상 기준
- 2021년 01월 01일 이전 등록 된 상품 中 2021년 01월 01일 이후 거래가 발생하지 않은 쇼핑몰 디자인 상품
(2023년 11월 28일 08시 기준)


■ 기타 사항

- 상품 판매 상태 (판매중, 판매 정지, 진열제외)와 상관없이 모두 적용

- 삭제된 상품 및 샘플몰은 삭제 이후 복구 불가

- 삭제 상품은 적용일(11월 28일) 기준으로 선별하여 순차적으로 삭제 예정


===============================================================================<br>
참고 부탁드리겠습니다.",227,https://git.innerviewit.com/root/thermos/-/issues/227,Closed,Park Soohyun,soohyun,"","",No,No,,2023-11-07 12:09:15,2024-07-17 09:24:43,2024-07-17 09:24:43,,,공지,0,0
적립금 소멸,"'@thermosgroup @soohyun <br>
수현 팀장님, 적립금 소멸 관련 내용 정리용으로 남깁니다. <br>
<br>
<b>써모스: </b>
1) 11월 중 SMS 충전 (2회분) <br>
2) 적립금 소멸 팝업 요청<br>
<br>
<b>이너뷰:</b><br>
1) 소멸일 기준 2회(30일 전, 3일 전) 장문 문자 발송 (문자 템플릿 기 전달됨) <br>
2) 적립금 소멸 팝업 디자인 및 게재<br>
3) 적립금 소멸 작업(1/1) <br>
<br>
<br>상이한 부분 있으면 말씀해주세요.",228,https://git.innerviewit.com/root/thermos/-/issues/228,Closed,Jiyoun Kim,KIM,"","",No,No,,2023-11-07 13:37:56,2024-01-05 12:02:25,2024-01-05 12:02:25,,,완료,0,0
[11월] 이너뷰 일정 공유,"",229,https://git.innerviewit.com/root/thermos/-/issues/229,Closed,Park Soohyun,soohyun,"","",No,No,,2023-11-08 09:47:00,2023-11-30 16:38:58,2023-11-30 16:38:58,,,공지,0,0
[선물하기] 배송지 연동 오류 확인 요청,"'@thermosgroup [내용정정] <br>
이슈: 발주 처리 과정 중 주소지 미입력 건이라 확인해보니, 카페24 관리자페이지에 주소가 없고 선물하기 앱에서는 주문내역이 확인되지 않음<br>
- [배송준비중]으로 상태가 넘어갔음 <br><br>
- 선물 수신인에게 알림톡 발송되지 않았음 (루나톡 조회 결과)<br><br>

ID: 2806478981@k <br>
주문내역: https://thermoskorea.cafe24.com/admin/php/s_new/order_detail.php?order_id=20231109-0002304&menu_no=74&bIsPinpointSearch=undefined <br>
<b>카페24 화면<br></b>
![image](/uploads/ab2ace607811ed1387580b42ff56ad24/image.png)
<br><br>",230,https://git.innerviewit.com/root/thermos/-/issues/230,Closed,Jiyoun Kim,KIM,"","",No,No,2023-11-10,2023-11-10 09:34:58,2023-12-01 09:37:54,2023-12-01 09:37:54,,,완료,0,0
* 테스트 주문건,"'@thermosgroup <br>
선물하기 이슈 관련하여 테스트 주문 진행하고자 합니다.<br>
하기에 테스트 주문번호 공유드리도록 하겠습니다.",231,https://git.innerviewit.com/root/thermos/-/issues/231,Open,Park Soohyun,soohyun,"","",No,No,,2023-11-10 11:05:12,2024-02-20 17:58:13,,,,공지,0,0
[앱 개발] 소모품페이지 개편 작업건,"",232,https://git.innerviewit.com/root/thermos/-/issues/232,Closed,Park Soohyun,soohyun,"","",No,No,,2023-11-13 13:55:09,2024-04-17 09:10:25,2024-04-17 09:10:25,,,완료,0,0
JDS 아트웍 일부 사용 자제 요청,"JDS 아트웍 중 하기 리스트 이미지에 오류가 있어 사용 자제 부탁드립니다. <br>
수정 리터칭 후 다시 전달드리겠습니다. <br>
<br><br>
JDS-뚜껑 <br>
JDS-450K-CR_분리부품 <br>
JDS-450K-DGY_분리부품 <br>
JDS-450K-LG_분리부품 <br>
JOK,JDS-all_모델_1 <br>
JDS-450K-DGY_연출 <br>
<br><br>
상세페이지 수정은 이어서 요청드리겠습니다.<br>
<br>
@thermosgroup",233,https://git.innerviewit.com/root/thermos/-/issues/233,Closed,Jiyoun Kim,KIM,"","",No,No,,2023-11-13 16:05:45,2023-12-01 09:37:24,2023-12-01 09:37:24,,,,0,0
JDS 뚜껑 아트웍 오류 관련 상세페이지 수정 요청,"'@all @soohyun 수현 팀장님, JSD 뚜껑 아트웍 오류에 따라 일부 JDS, TTB 상세페이지 수정이 필요합니다. 1차로 뚜껑 이미지 리터칭 전까지 수정 가능한 선에서 요청 드리며 추후 2차 수정 요청 드리겠습니다. <br>
[231113_상세페이지_수정.pdf](/uploads/dff92a2a212e616e62540840416197b6/231113_상세페이지_수정.pdf)",234,https://git.innerviewit.com/root/thermos/-/issues/234,Closed,um seung hyun,ush,"","",No,No,,2023-11-13 17:46:52,2023-12-01 09:37:31,2023-12-01 09:37:31,,,,0,0
JNS-450K 스마트스토어 썸네일 제작 요청,"'@thermosgroup <br>
https://thermoskorea.cafe24.com/disp/admin/product/ProductRegister?product_no=192
<br>썸네일 내 JNS-450K-P 컬러만 삽입 부탁드려요. 상세페이지는 공식몰용 그대로 연동해주시면 됩니다 <br>![JNS-450K_P_PAC](/uploads/167a245c394849b906958ae94f3ac84a/JNS-450K_P_PAC.png)

[JNS-450K_P_PAC.psd](/uploads/35e3957a41d86f746199885ffbb9158d/JNS-450K_P_PAC.psd)",235,https://git.innerviewit.com/root/thermos/-/issues/235,Closed,Jiyoun Kim,KIM,"","",No,No,2023-11-20,2023-11-17 14:22:42,2023-12-01 09:37:08,2023-12-01 09:37:08,,,,0,0
24SS 신제품 상세페이지,"'@thermosgroup @soohyun 수현 팀장님 내년 2/15 24SS 1차 런칭이 예정 되어있습니다.<br>
2/15 제품은 3개만 런칭되나, 보틀 파우치+신규 컬러가 출시 됨에 따라 기존 상세페이지 리뉴얼이 추가로 제작되어야 합니다. <br>
설날 및 내부 스케줄 이슈로 상세페이지 PSD JPG 최종 납품은 최소 1/22 전에 납품 종료했으면 합니다.<br>
아래 리스트 확인 후 타임라인 제안 주세요. <br>
*상세 리스트는 추후 공유드리겠습니다. <br>
<br>
신규 상세페이지 제작 <br>
- FJH-350K / TKAA-001K

기존 상세페이지 리바이즈 
- JOI-350K 컬러 옵션 / 연출 컷 변경 
- FJH-500K 색상 및 용량 추가 
- JNR-351K / ~~JOK-350K / JNL-404KC / JNL-351K~~ 옵션 구성품 추가


● 2/15 런칭 제품: JOI-350K / FJH-350K / TKKA-001K

아트웍 전달: ~~1월 2주차~~ 1/12 <br>
기획서 전달: 1/16

소모품 아트웍 전달: ~~1월 2주차~~ 1/12 <br>
2월 런칭 소모품 기획서 전달: 1/16

● 5/9 런칭 제품: JOR-250K / JOR-350K / JOR-500K / JDK-600KL / JDK-720KL / JDK-1000KL / JDK-600KLC / FJF-580K

아트웍 전달: 미정 
기획서 전달: 미정
소모품 아트웍 전달: 미정 
5월 런칭 소모품 기획서 전달: 미정",236,https://git.innerviewit.com/root/thermos/-/issues/236,Closed,um seung hyun,ush,"","",No,No,,2023-11-21 12:15:26,2024-04-04 11:50:03,2024-04-04 11:50:03,,,완료,0,0
FJH 추가 구성품 삽입 요청,'@soohyun @thermosgroup 수현 팀장님 [FJH](https://www.thermosshop.kr/product/%EB%A7%88%EC%9D%B4-%EB%94%94%EC%9E%90%EC%9D%B8-%EC%95%A1%ED%8B%B0%EB%B9%84%ED%8B%B0-%EB%B3%B4%ED%8B%80-500ml/866/category/28/display/1/) 추가 구성품 마디보 스티커 추가 부탁드립니다.,237,https://git.innerviewit.com/root/thermos/-/issues/237,Closed,um seung hyun,ush,"","",No,No,,2023-11-27 11:50:32,2023-11-27 13:29:14,2023-11-27 13:29:14,,,,0,0
JCW 부품 상세페이지 수정 요청,"'@thermosgroup <br>
1. 마개유닛 구성 안내 - '뚜껑 컵' 삭제
![image](/uploads/bc1bdca0a3b59d8f4abaca54fd0c683c/image.png)<br><br>

2. 썸네일 - '뚜껑 컵' 삭제
![image](/uploads/d3d7da6ad384c84de4d9d4c263fb386d/image.png)<br><br>

3. 옵션 설명 - '뚜껑 컵' 삭제
![image](/uploads/a0dea51d9b0b475b55e40a0e9241d154/image.png)<br><br>

제품 URL: https://www.thermosshop.kr/product/jcw-%EB%B6%80%ED%92%88/915/category/64/display/1/ <br>
<br>
ASAP으로 부탁드립니다.
'뚜껑 컵' 삭제 후 실서버에 바로 반영해주시면 됩니다.",238,https://git.innerviewit.com/root/thermos/-/issues/238,Closed,Jiyoun Kim,KIM,"","",No,No,2023-11-29,2023-11-29 12:16:25,2023-12-01 09:37:01,2023-12-01 09:37:01,,,완료,0,0
